#1.Supply reference no.,2.Node,3.Time,4.Product,5.Bid,6.Capacity,7. Emissions,8. Emissions coefficients
S0478,N13243,T0,Recyclables,0,3525.749261291684,,
S0479,N13245,T0,Recyclables,0,113376.57239341494,,
S0480,N13247,T0,Recyclables,0,51346.98184888138,,
S0481,N13249,T0,Recyclables,0,2495.187842971718,,
S0482,N13251,T0,Recyclables,0,7719.333051920641,,
S0483,N13253,T0,Recyclables,0,5019.459687631913,,
S0484,N13255,T0,Recyclables,0,36934.48712536936,,
S0485,N13257,T0,Recyclables,0,14697.8471929084,,
S0486,N13259,T0,Recyclables,0,2916.0827353313634,,
S0487,N13261,T0,Recyclables,0,16251.920641620938,,
S0488,N13263,T0,Recyclables,0,3146.010975094977,,
S0489,N13265,T0,Recyclables,0,855.5086534402701,,
S0490,N13267,T0,Recyclables,0,12534.655972984381,,
S0491,N13269,T0,Recyclables,0,4289.0671169269735,,
S0492,N13271,T0,Recyclables,0,6846.813001266358,,
S0493,N13273,T0,Recyclables,0,5040.312368087802,,
S0494,N13275,T0,Recyclables,0,25131.86998733643,,
S0495,N13277,T0,Recyclables,0,22687.716336006753,,
S0496,N13279,T0,Recyclables,0,14832.840861122837,,
S0497,N13281,T0,Recyclables,0,6855.593077247783,,
S0498,N13283,T0,Recyclables,0,3515.3229210637396,,
S0499,N13285,T0,Recyclables,0,38097.8471929084,,
S0500,N13287,T0,Recyclables,0,4942.085268045589,,
S0501,N13289,T0,Recyclables,0,4402.110595187843,,
S0502,N13291,T0,Recyclables,0,13516.926973406502,,
S0503,N13293,T0,Recyclables,0,15200.506542845082,,
S0504,N13295,T0,Recyclables,0,37125.45377796539,,
S0505,N13297,T0,Recyclables,0,53049.76783452934,,
S0506,N13299,T0,Recyclables,0,19892.908400168846,,
S0507,N13301,T0,Recyclables,0,2861.7560151962853,,
S0508,N13303,T0,Recyclables,0,10968.509919797383,,
S0509,N13305,T0,Recyclables,0,16541.66314900802,,
S0510,N13307,T0,Recyclables,0,1288.4761502743772,,
S0511,N13309,T0,Recyclables,0,4099.746728577459,,
S0512,N13311,T0,Recyclables,0,15366.779231743352,,
S0513,N13313,T0,Recyclables,0,56447.10848459265,,
S0514,N13315,T0,Recyclables,0,4810.384128324187,,
S0515,N13317,T0,Recyclables,0,5248.839172646686,,
S0516,N13319,T0,Recyclables,0,4871.295905445336,,
S0517,N13321,T0,Recyclables,0,11405.318699873364,,
S0518,N16001,T0,Recyclables,0,271615.49176867877,,
S0519,N16003,T0,Recyclables,0,2402.997045166737,,
S0520,N16005,T0,Recyclables,0,47751.54073448713,,
S0521,N16007,T0,Recyclables,0,3496.665259603208,,
S0522,N16009,T0,Recyclables,0,5229.632756437316,,
S0523,N16011,T0,Recyclables,0,26335.837906289573,,
S0524,N16013,T0,Recyclables,0,13319.375263824397,,
S0525,N16015,T0,Recyclables,0,4176.0236386661045,,
S0526,N16017,T0,Recyclables,0,25851.836217813423,,
S0527,N16019,T0,Recyclables,0,68025.8336850992,,
S0528,N16021,T0,Recyclables,0,6615.787252005066,,
S0529,N16023,T0,Recyclables,0,1412.4947235120305,,
S0530,N16025,T0,Recyclables,0,591.008864499789,,
S0531,N16027,T0,Recyclables,0,126819.96623047699,,
S0532,N16029,T0,Recyclables,0,3856.099620092866,,
S0533,N16031,T0,Recyclables,0,13529.548332629802,,
S0534,N16033,T0,Recyclables,0,433.5162515829464,,
S0535,N16035,T0,Recyclables,0,4792.823976361335,,
S0536,N16037,T0,Recyclables,0,2345.926551287463,,
S0537,N16039,T0,Recyclables,0,15730.603630223723,,
S0538,N16041,T0,Recyclables,0,7789.024905023216,,
S0539,N16043,T0,Recyclables,0,7346.728577458844,,
S0540,N16045,T0,Recyclables,0,10493.8370620515,,
S0541,N16047,T0,Recyclables,0,8559.476572393416,,
S0542,N16049,T0,Recyclables,0,9076.952300548755,,
S0543,N16051,T0,Recyclables,0,16951.58294639088,,
S0544,N16053,T0,Recyclables,0,13300.168847615028,,
S0545,N16055,T0,Recyclables,0,94035.71127057831,,
S0546,N16057,T0,Recyclables,0,21685.141409877586,,
S0547,N16059,T0,Recyclables,0,4375.770367243563,,
S0548,N16061,T0,Recyclables,0,1938.750527648797,,
S0549,N16063,T0,Recyclables,0,2813.4655972984383,,
S0550,N16065,T0,Recyclables,0,29036.26002532714,,
S0551,N16067,T0,Recyclables,0,11860.236386661038,,
S0552,N16069,T0,Recyclables,0,23097.08737864078,,
S0553,N16071,T0,Recyclables,0,2504.516673701984,,
S0554,N16073,T0,Recyclables,0,6537.315322921064,,
S0555,N16075,T0,Recyclables,0,13930.688054031236,,
S0556,N16077,T0,Recyclables,0,4323.089911355002,,
S0557,N16079,T0,Recyclables,0,7226.551287463064,,
S0558,N16081,T0,Recyclables,0,6382.017728999577,,
S0559,N16083,T0,Recyclables,0,49413.17011397214,,
S0560,N16085,T0,Recyclables,0,6445.673279864922,,
S0561,N16087,T0,Recyclables,0,5761.924862811313,,
S0562,N17001,T0,Recyclables,0,36073.49092444069,,
S0563,N17003,T0,Recyclables,0,2875.474883917265,,
S0564,N17005,T0,Recyclables,0,9177.923174335163,,
S0565,N17007,T0,Recyclables,0,29329.8438159561,,
S0566,N17009,T0,Recyclables,0,3426.424651751794,,
S0567,N17011,T0,Recyclables,0,18242.802870409454,,
S0568,N17013,T0,Recyclables,0,2434.8248205994087,,
S0569,N17015,T0,Recyclables,0,8616.54706627269,,
S0570,N17017,T0,Recyclables,0,7156.859434360489,,
S0571,N17019,T0,Recyclables,0,112969.39636977628,,
S0572,N17021,T0,Recyclables,0,18675.221612494723,,
S0573,N17023,T0,Recyclables,0,8481.004643309412,,
S0574,N17025,T0,Recyclables,0,7291.853102574926,,
S0575,N17027,T0,Recyclables,0,20248.50147741663,,
S0576,N17029,T0,Recyclables,0,25716.29379485015,,
S0577,N17031,T0,Recyclables,0,2.894978176445758e6,,
S0578,N17033,T0,Recyclables,0,10250.189953566905,,
S0579,N17035,T0,Recyclables,0,5734.4871253693545,,
S0580,N17037,T0,Recyclables,0,55105.95187842972,,
S0581,N17039,T0,Recyclables,0,8514.478682988603,,
S0582,N17041,T0,Recyclables,0,10832.418742085269,,
S0583,N17043,T0,Recyclables,0,511920.6838328409,,
S0584,N17045,T0,Recyclables,0,9255.297593921487,,
S0585,N17047,T0,Recyclables,0,3426.9734065006332,,
S0586,N17049,T0,Recyclables,0,19024.229632756436,,
S0587,N17051,T0,Recyclables,0,11791.642043056141,,
S0588,N17053,T0,Recyclables,0,7426.846770789362,,
S0589,N17055,T0,Recyclables,0,20745.124525116084,,
S0590,N17057,T0,Recyclables,0,18443.098353735753,,
S0591,N17059,T0,Recyclables,0,2714.140987758548,,
S0592,N17061,T0,Recyclables,0,6576.8256648374845,,
S0593,N17063,T0,Recyclables,0,28827.73322076826,,
S0594,N17065,T0,Recyclables,0,4386.196707471507,,
S0595,N17067,T0,Recyclables,0,9669.05867454622,,
S0596,N17069,T0,Recyclables,0,2002.406078514141,,
S0597,N17071,T0,Recyclables,0,3504.8965808357957,,
S0598,N17073,T0,Recyclables,0,27044.829041789784,,
S0599,N17075,T0,Recyclables,0,14858.632334318278,,
S0600,N17077,T0,Recyclables,0,29069.73406500633,,
S0601,N17079,T0,Recyclables,0,5096.2853524693965,,
S0602,N17081,T0,Recyclables,0,20365.934993668212,,
S0603,N17083,T0,Recyclables,0,11804.812157028282,,
S0604,N17085,T0,Recyclables,0,12091.81089067117,,
S0605,N17087,T0,Recyclables,0,7302.828197551709,,
S0606,N17089,T0,Recyclables,0,283443.9003799071,,
S0607,N17091,T0,Recyclables,0,58992.23300970874,,
S0608,N17093,T0,Recyclables,0,72363.73997467285,,
S0609,N17095,T0,Recyclables,0,27419.62853524694,,
S0610,N17097,T0,Recyclables,0,391998.5647952723,,
S0611,N17099,T0,Recyclables,0,60175.348248206,,
S0612,N17101,T0,Recyclables,0,8384.97256226256,,
S0613,N17103,T0,Recyclables,0,18737.23089911355,,
S0614,N17105,T0,Recyclables,0,19653.651329674965,,
S0615,N17107,T0,Recyclables,0,15357.999155761925,,
S0616,N17109,T0,Recyclables,0,14946.981848881383,,
S0617,N17111,T0,Recyclables,0,170239.6369776277,,
S0618,N17113,T0,Recyclables,0,93811.81933305191,,
S0619,N17115,T0,Recyclables,0,57069.39636977628,,
S0620,N17117,T0,Recyclables,0,24675.854791051075,,
S0621,N17119,T0,Recyclables,0,145891.3887716336,,
S0622,N17121,T0,Recyclables,0,20703.96791895314,,
S0623,N17123,T0,Recyclables,0,6443.478260869565,,
S0624,N17125,T0,Recyclables,0,7181.004643309413,,
S0625,N17127,T0,Recyclables,0,7775.306036302237,,
S0626,N17129,T0,Recyclables,0,6748.037146475306,,
S0627,N17131,T0,Recyclables,0,8614.900802026172,,
S0628,N17133,T0,Recyclables,0,19185.563528915154,,
S0629,N17135,T0,Recyclables,0,15523.174335162517,,
S0630,N17137,T0,Recyclables,0,18062.262558041366,,
S0631,N17139,T0,Recyclables,0,7971.211481637822,,
S0632,N17141,T0,Recyclables,0,28418.91093288307,,
S0633,N17143,T0,Recyclables,0,99780.07598142677,,
S0634,N17145,T0,Recyclables,0,11493.668214436471,,
S0635,N17147,T0,Recyclables,0,9149.387927395526,,
S0636,N17149,T0,Recyclables,0,8088.096243140565,,
S0637,N17151,T0,Recyclables,0,2064.9641198818067,,
S0638,N17153,T0,Recyclables,0,2849.6834107218237,,
S0639,N17155,T0,Recyclables,0,3093.3305192064163,,
S0640,N17157,T0,Recyclables,0,16552.089489235965,,
S0641,N17159,T0,Recyclables,0,8677.458843393837,,
S0642,N17161,T0,Recyclables,0,79389.44702406079,,
S0643,N17163,T0,Recyclables,0,141249.47235120306,,
S0644,N17165,T0,Recyclables,0,13042.802870409456,,
S0645,N17167,T0,Recyclables,0,107744.15365132967,,
S0646,N17169,T0,Recyclables,0,3787.5052764879697,,
S0647,N17171,T0,Recyclables,0,2715.7872520050655,,
S0648,N17173,T0,Recyclables,0,11518.362178134235,,
S0649,N17175,T0,Recyclables,0,2963.275643731532,,
S0650,N17177,T0,Recyclables,0,24490.924440692277,,
S0651,N17179,T0,Recyclables,0,72075.09497678345,,
S0652,N17181,T0,Recyclables,0,9462.726888982692,,
S0653,N17183,T0,Recyclables,0,40711.01730688054,,
S0654,N17185,T0,Recyclables,0,6234.40270156184,,
S0655,N17187,T0,Recyclables,0,9238.286196707471,,
S0656,N17189,T0,Recyclables,0,7551.414098775856,,
S0657,N17191,T0,Recyclables,0,8878.303081468976,,
S0658,N17193,T0,Recyclables,0,7615.069649641199,,
S0659,N17195,T0,Recyclables,0,30560.700717602365,,
S0660,N17197,T0,Recyclables,0,382128.1131279021,,
S0661,N17199,T0,Recyclables,0,36850.52764879696,,
S0662,N17201,T0,Recyclables,0,156587.1675812579,,
S0663,N17203,T0,Recyclables,0,21108.948923596454,,
S0664,N18001,T0,Recyclables,0,19650.358801181934,,
S0665,N18003,T0,Recyclables,0,211495.56775010552,,
S0666,N18005,T0,Recyclables,0,45112.030392570705,,
S0667,N18007,T0,Recyclables,0,4784.592655128747,,
S0668,N18009,T0,Recyclables,0,6646.517517940059,,
S0669,N18011,T0,Recyclables,0,38858.4212747995,,
S0670,N18013,T0,Recyclables,0,8491.979738286198,,
S0671,N18015,T0,Recyclables,0,11143.01392992824,,
S0672,N18017,T0,Recyclables,0,20781.34233853947,,
S0673,N18019,T0,Recyclables,0,66450.35880118194,,
S0674,N18021,T0,Recyclables,0,14523.343182777542,,
S0675,N18023,T0,Recyclables,0,18213.170113972137,,
S0676,N18025,T0,Recyclables,0,5776.192486281131,,
S0677,N18027,T0,Recyclables,0,18317.982271000423,,
S0678,N18029,T0,Recyclables,0,27810.34191642043,,
S0679,N18031,T0,Recyclables,0,14526.635711270577,,
S0680,N18033,T0,Recyclables,0,23741.874208526806,,
S0681,N18035,T0,Recyclables,0,61407.30265934993,,
S0682,N18037,T0,Recyclables,0,23946.010975094978,,
S0683,N18039,T0,Recyclables,0,113618.02448290418,,
S0684,N18041,T0,Recyclables,0,12839.763613338962,,
S0685,N18043,T0,Recyclables,0,44165.97720557197,,
S0686,N18045,T0,Recyclables,0,9042.929506120727,,
S0687,N18047,T0,Recyclables,0,12503.376952300549,,
S0688,N18049,T0,Recyclables,0,11238.497256226257,,
S0689,N18051,T0,Recyclables,0,18114.94301392993,,
S0690,N18053,T0,Recyclables,0,36587.674124102996,,
S0691,N18055,T0,Recyclables,0,16903.292528493035,,
S0692,N18057,T0,Recyclables,0,190674.16631490082,,
S0693,N18059,T0,Recyclables,0,43812.57914731955,,
S0694,N18061,T0,Recyclables,0,21760.32081046855,,
S0695,N18063,T0,Recyclables,0,95915.7450401013,,
S0696,N18065,T0,Recyclables,0,26841.78978471929,,
S0697,N18067,T0,Recyclables,0,45907.7247783875,,
S0698,N18069,T0,Recyclables,0,20118.44660194175,,
S0699,N18071,T0,Recyclables,0,25477.585479105106,,
S0700,N18073,T0,Recyclables,0,18063.908822287885,,
S0701,N18075,T0,Recyclables,0,11237.399746728577,,
S0702,N18077,T0,Recyclables,0,18189.573659772057,,
S0703,N18079,T0,Recyclables,0,15152.764879696075,,
S0704,N18081,T0,Recyclables,0,88769.31194596876,,
S0705,N18083,T0,Recyclables,0,19909.919797382863,,
S0706,N18085,T0,Recyclables,0,44032.08104685521,,
S0707,N18087,T0,Recyclables,0,22194.934571549176,,
S0708,N18089,T0,Recyclables,0,273663.99324609543,,
S0709,N18091,T0,Recyclables,0,61689.36260025327,,
S0710,N18093,T0,Recyclables,0,24700.0,,
S0711,N18095,T0,Recyclables,0,71408.90671169269,,
S0712,N18097,T0,Recyclables,0,536244.786829886,,
S0713,N18099,T0,Recyclables,0,25294.850147741665,,
S0714,N18101,T0,Recyclables,0,5384.3815956099625,,
S0715,N18103,T0,Recyclables,0,19734.318277754326,,
S0716,N18105,T0,Recyclables,0,76670.91599831152,,
S0717,N18107,T0,Recyclables,0,20817.560151962854,,
S0718,N18109,T0,Recyclables,0,39389.615871675815,,
S0719,N18111,T0,Recyclables,0,7589.278176445758,,
S0720,N18113,T0,Recyclables,0,26042.254115660617,,
S0721,N18115,T0,Recyclables,0,3259.6032081046856,,
S0722,N18117,T0,Recyclables,0,10902.110595187844,,
S0723,N18119,T0,Recyclables,0,11700.0,,
S0724,N18121,T0,Recyclables,0,8865.681722245672,,
S0725,N18123,T0,Recyclables,0,10519.62853524694,,
S0726,N18125,T0,Recyclables,0,6722.245673279865,,
S0727,N18127,T0,Recyclables,0,95052.55382017729,,
S0728,N18129,T0,Recyclables,0,13840.692275221612,,
S0729,N18131,T0,Recyclables,0,6867.116926973406,,
S0730,N18133,T0,Recyclables,0,20153.566905867454,,
S0731,N18135,T0,Recyclables,0,13445.588856057408,,
S0732,N18137,T0,Recyclables,0,15911.14394259181,,
S0733,N18139,T0,Recyclables,0,9192.73955255382,,
S0734,N18141,T0,Recyclables,0,149761.7560151963,,
S0735,N18143,T0,Recyclables,0,13380.835795694387,,
S0736,N18145,T0,Recyclables,0,24724.145208948925,,
S0737,N18147,T0,Recyclables,0,10870.83157450401,,
S0738,N18149,T0,Recyclables,0,12824.947235120304,,
S0739,N18151,T0,Recyclables,0,18896.369776276908,,
S0740,N18153,T0,Recyclables,0,11423.427606585057,,
S0741,N18155,T0,Recyclables,0,5343.224989447023,,
S0742,N18157,T0,Recyclables,0,102206.12072604474,,
S0743,N18159,T0,Recyclables,0,8428.324187420852,,
S0744,N18161,T0,Recyclables,0,3889.024905023217,,
S0745,N18163,T0,Recyclables,0,98850.48543689321,,
S0746,N18165,T0,Recyclables,0,8472.224567327987,,
S0747,N18167,T0,Recyclables,0,58251.962853524696,,
S0748,N18169,T0,Recyclables,0,16998.22710004221,,
S0749,N18171,T0,Recyclables,0,4631.490080202617,,
S0750,N18173,T0,Recyclables,0,35064.330941325454,,
S0751,N18175,T0,Recyclables,0,15465.006331785564,,
S0752,N18177,T0,Recyclables,0,36521.274799493454,,
S0753,N18179,T0,Recyclables,0,15463.908822287885,,
S0754,N18181,T0,Recyclables,0,13547.657239341494,,
S0755,N18183,T0,Recyclables,0,18762.47361756015,,
S0756,N19001,T0,Recyclables,0,4113.465597298438,,
S0757,N19003,T0,Recyclables,0,2032.5875897002957,,
S0758,N19005,T0,Recyclables,0,7716.040523427607,,
S0759,N19007,T0,Recyclables,0,6759.012241452089,,
S0760,N19009,T0,Recyclables,0,3113.6344449134654,,
S0761,N19011,T0,Recyclables,0,14034.40270156184,,
S0762,N19013,T0,Recyclables,0,71965.89278176446,,
S0763,N19015,T0,Recyclables,0,14659.983115238498,,
S0764,N19017,T0,Recyclables,0,13712.283663993247,,
S0765,N19019,T0,Recyclables,0,11285.141409877586,,
S0766,N19021,T0,Recyclables,0,11426.72013507809,,
S0767,N19023,T0,Recyclables,0,7865.8505698607005,,
S0768,N19025,T0,Recyclables,0,5447.488391726467,,
S0769,N19027,T0,Recyclables,0,11392.148585901225,,
S0770,N19029,T0,Recyclables,0,7203.503588011819,,
S0771,N19031,T0,Recyclables,0,10154.70662726889,,
S0772,N19033,T0,Recyclables,0,23666.146053186996,,
S0773,N19035,T0,Recyclables,0,6397.382861967075,,
S0774,N19037,T0,Recyclables,0,6591.642043056142,,
S0775,N19039,T0,Recyclables,0,5349.261291684255,,
S0776,N19041,T0,Recyclables,0,8990.797804981004,,
S0777,N19043,T0,Recyclables,0,9352.42718446602,,
S0778,N19045,T0,Recyclables,0,25495.14563106796,,
S0779,N19047,T0,Recyclables,0,9068.172224567328,,
S0780,N19049,T0,Recyclables,0,54698.775854791056,,
S0781,N19051,T0,Recyclables,0,4999.155761924862,,
S0782,N19053,T0,Recyclables,0,4195.230054875476,,
S0783,N19055,T0,Recyclables,0,9596.623047699451,,
S0784,N19057,T0,Recyclables,0,21352.04727733221,,
S0785,N19059,T0,Recyclables,0,9714.605318699874,,
S0786,N19061,T0,Recyclables,0,54472.68889826931,,
S0787,N19063,T0,Recyclables,0,5151.709582102152,,
S0788,N19065,T0,Recyclables,0,10705.656395103419,,
S0789,N19067,T0,Recyclables,0,8575.390460109751,,
S0790,N19069,T0,Recyclables,0,5497.973828619671,,
S0791,N19071,T0,Recyclables,0,3624.525116082735,,
S0792,N19073,T0,Recyclables,0,4813.127902068383,,
S0793,N19075,T0,Recyclables,0,6765.59729843816,,
S0794,N19077,T0,Recyclables,0,5829.421696918531,,
S0795,N19079,T0,Recyclables,0,8252.722667792317,,
S0796,N19081,T0,Recyclables,0,5923.807513718869,,
S0797,N19083,T0,Recyclables,0,9261.882650907555,,
S0798,N19085,T0,Recyclables,0,8001.941747572816,,
S0799,N19087,T0,Recyclables,0,11239.594765723934,,
S0800,N19089,T0,Recyclables,0,5196.158716758126,,
S0801,N19091,T0,Recyclables,0,5266.39932460954,,
S0802,N19093,T0,Recyclables,0,3844.027015618404,,
S0803,N19095,T0,Recyclables,0,9143.351625158295,,
S0804,N19097,T0,Recyclables,0,10692.48628113128,,
S0805,N19099,T0,Recyclables,0,20750.063317855635,,
S0806,N19101,T0,Recyclables,0,8595.145631067962,,
S0807,N19103,T0,Recyclables,0,83879.35837906289,,
S0808,N19105,T0,Recyclables,0,11329.590544533557,,
S0809,N19107,T0,Recyclables,0,5505.6563951034195,,
S0810,N19109,T0,Recyclables,0,8136.935415787251,,
S0811,N19111,T0,Recyclables,0,18413.46559729844,,
S0812,N19113,T0,Recyclables,0,126377.66990291262,,
S0813,N19115,T0,Recyclables,0,5946.8552131701135,,
S0814,N19117,T0,Recyclables,0,4737.948501477416,,
S0815,N19119,T0,Recyclables,0,6548.839172646686,,
S0816,N19121,T0,Recyclables,0,9080.793583790628,,
S0817,N19123,T0,Recyclables,0,12176.867876741242,,
S0818,N19125,T0,Recyclables,0,18336.091177712115,,
S0819,N19127,T0,Recyclables,0,22007.809202195018,,
S0820,N19129,T0,Recyclables,0,7948.163782186577,,
S0821,N19131,T0,Recyclables,0,5797.593921485859,,
S0822,N19133,T0,Recyclables,0,4802.1528070916,,
S0823,N19135,T0,Recyclables,0,4157.914731954411,,
S0824,N19137,T0,Recyclables,0,5668.636555508654,,
S0825,N19139,T0,Recyclables,0,23725.41156606163,,
S0826,N19141,T0,Recyclables,0,7782.4398480371465,,
S0827,N19143,T0,Recyclables,0,3397.889404812157,,
S0828,N19145,T0,Recyclables,0,8347.108484592654,,
S0829,N19147,T0,Recyclables,0,4936.597720557197,,
S0830,N19149,T0,Recyclables,0,14101.89953566906,,
S0831,N19151,T0,Recyclables,0,3884.0861122836636,,
S0832,N19153,T0,Recyclables,0,270207.3870831575,,
S0833,N19155,T0,Recyclables,0,51400.211059518784,,
S0834,N19157,T0,Recyclables,0,10240.86112283664,,
S0835,N19159,T0,Recyclables,0,2558.843393837062,,
S0836,N19161,T0,Recyclables,0,5385.47910510764,,
S0837,N19163,T0,Recyclables,0,95850.44322498945,,
S0838,N19165,T0,Recyclables,0,6445.673279864922,,
S0839,N19167,T0,Recyclables,0,19684.9303503588,,
S0840,N19169,T0,Recyclables,0,54072.64668636555,,
S0841,N19171,T0,Recyclables,0,9402.912621359223,,
S0842,N19173,T0,Recyclables,0,3235.457999155762,,
S0843,N19175,T0,Recyclables,0,6660.785141409878,,
S0844,N19177,T0,Recyclables,0,3952.6804558885606,,
S0845,N19179,T0,Recyclables,0,19446.222034613762,,
S0846,N19181,T0,Recyclables,0,28756.395103419167,,
S0847,N19183,T0,Recyclables,0,12382.65090755593,,
S0848,N19185,T0,Recyclables,0,3565.2596032081046,,
S0849,N19187,T0,Recyclables,0,20303.37695230055,,
S0850,N19189,T0,Recyclables,0,5860.151962853525,,
S0851,N19191,T0,Recyclables,0,11013.507809202194,,
S0852,N19193,T0,Recyclables,0,58135.62684677079,,
S0853,N19195,T0,Recyclables,0,4084.381595609962,,
S0854,N19197,T0,Recyclables,0,7102.532714225412,,
S0855,N20001,T0,Recyclables,0,6873.701983959477,,
S0856,N20003,T0,Recyclables,0,4300.042211903757,,
S0857,N20005,T0,Recyclables,0,8971.042634022795,,
S0858,N20007,T0,Recyclables,0,2320.135078092022,,
S0859,N20009,T0,Recyclables,0,13989.404812157027,,
S0860,N20011,T0,Recyclables,0,7880.118193330519,,
S0861,N20013,T0,Recyclables,0,5217.5601519628535,,
S0862,N20015,T0,Recyclables,0,36975.09497678345,,
S0863,N20017,T0,Recyclables,0,1411.3972140143521,,
S0864,N20019,T0,Recyclables,0,1854.2422963275644,,
S0865,N20021,T0,Recyclables,0,10624.98944702406,,
S0866,N20023,T0,Recyclables,0,1435.5424229632756,,
S0867,N20025,T0,Recyclables,0,1092.570704938793,,
S0868,N20027,T0,Recyclables,0,4454.242296327564,,
S0869,N20029,T0,Recyclables,0,4956.3528915154075,,
S0870,N20031,T0,Recyclables,0,4587.589700295483,,
S0871,N20033,T0,Recyclables,0,926.8467707893626,,
S0872,N20035,T0,Recyclables,0,18958.927817644577,,
S0873,N20037,T0,Recyclables,0,21386.070071760238,,
S0874,N20039,T0,Recyclables,0,1516.7581257914733,,
S0875,N20041,T0,Recyclables,0,10098.184888138454,,
S0876,N20043,T0,Recyclables,0,4121.148163782187,,
S0877,N20045,T0,Recyclables,0,65183.83284086112,,
S0878,N20047,T0,Recyclables,0,1595.230054875475,,
S0879,N20049,T0,Recyclables,0,1362.5580413676657,,
S0880,N20051,T0,Recyclables,0,15877.669902912623,,
S0881,N20053,T0,Recyclables,0,3498.8602785985645,,
S0882,N20055,T0,Recyclables,0,21110.595187842973,,
S0883,N20057,T0,Recyclables,0,18815.154073448713,,
S0884,N20059,T0,Recyclables,0,14265.428450823132,,
S0885,N20061,T0,Recyclables,0,20160.700717602365,,
S0886,N20063,T0,Recyclables,0,1491.5154073448712,,
S0887,N20065,T0,Recyclables,0,1325.2427184466019,,
S0888,N20067,T0,Recyclables,0,4034.444913465597,,
S0889,N20069,T0,Recyclables,0,3102.110595187843,,
S0890,N20071,T0,Recyclables,0,704.6010975094977,,
S0891,N20073,T0,Recyclables,0,3301.3085690164626,,
S0892,N20075,T0,Recyclables,0,1381.7644575770366,,
S0893,N20077,T0,Recyclables,0,3009.919797382862,,
S0894,N20079,T0,Recyclables,0,18670.83157450401,,
S0895,N20081,T0,Recyclables,0,2074.2929506120727,,
S0896,N20083,T0,Recyclables,0,945.5044322498945,,
S0897,N20085,T0,Recyclables,0,7261.122836639933,,
S0898,N20087,T0,Recyclables,0,10079.527226677923,,
S0899,N20089,T0,Recyclables,0,1608.9489235964543,,
S0900,N20091,T0,Recyclables,0,334665.2173913044,,
S0901,N20093,T0,Recyclables,0,2185.6901646264246,,
S0902,N20095,T0,Recyclables,0,4099.19797382862,,
S0903,N20097,T0,Recyclables,0,1349.9366821443648,,
S0904,N20099,T0,Recyclables,0,11076.065850569861,,
S0905,N20101,T0,Recyclables,0,863.7399746728578,,
S0906,N20103,T0,Recyclables,0,44932.5875897003,,
S0907,N20105,T0,Recyclables,0,1612.7902068383285,,
S0908,N20107,T0,Recyclables,0,5263.1067961165045,,
S0909,N20109,T0,Recyclables,0,1515.6606162937949,,
S0910,N20111,T0,Recyclables,0,17658.379062895736,,
S0911,N20113,T0,Recyclables,0,16585.014774166317,,
S0912,N20115,T0,Recyclables,0,6487.9273955255385,,
S0913,N20117,T0,Recyclables,0,5508.400168847615,,
S0914,N20119,T0,Recyclables,0,2225.2005065428452,,
S0915,N20121,T0,Recyclables,0,18762.47361756015,,
S0916,N20123,T0,Recyclables,0,3180.5825242718447,,
S0917,N20125,T0,Recyclables,0,17278.09202195019,,
S0918,N20127,T0,Recyclables,0,2955.593077247784,,
S0919,N20129,T0,Recyclables,0,1482.1865766146052,,
S0920,N20131,T0,Recyclables,0,5637.3575348248205,,
S0921,N20133,T0,Recyclables,0,8727.395525538202,,
S0922,N20135,T0,Recyclables,0,1474.5040101308568,,
S0923,N20137,T0,Recyclables,0,2995.6521739130435,,
S0924,N20139,T0,Recyclables,0,8651.667370198395,,
S0925,N20141,T0,Recyclables,0,1920.6416209371043,,
S0926,N20143,T0,Recyclables,0,3147.1084845926553,,
S0927,N20145,T0,Recyclables,0,3431.3634444913464,,
S0928,N20147,T0,Recyclables,0,2733.347403967919,,
S0929,N20149,T0,Recyclables,0,13909.835373575348,,
S0930,N20151,T0,Recyclables,0,5024.947235120304,,
S0931,N20153,T0,Recyclables,0,1405.3609117771211,,
S0932,N20155,T0,Recyclables,0,33966.82144364711,,
S0933,N20157,T0,Recyclables,0,2564.879696074293,,
S0934,N20159,T0,Recyclables,0,5173.11101730688,,
S0935,N20161,T0,Recyclables,0,39487.842971718026,,
S0936,N20163,T0,Recyclables,0,2699.3246095398904,,
S0937,N20165,T0,Recyclables,0,1622.1190375685944,,
S0938,N20167,T0,Recyclables,0,3671.718024482904,,
S0939,N20169,T0,Recyclables,0,29799.02912621359,,
S0940,N20171,T0,Recyclables,0,2826.635711270578,,
S0941,N20173,T0,Recyclables,0,287450.9075559308,,
S0942,N20175,T0,Recyclables,0,12052.849303503588,,
S0943,N20177,T0,Recyclables,0,98177.16336006754,,
S0944,N20179,T0,Recyclables,0,1342.8028704094554,,
S0945,N20181,T0,Recyclables,0,3252.4693963697764,,
S0946,N20183,T0,Recyclables,0,1959.0544533558464,,
S0947,N20185,T0,Recyclables,0,2234.529337273111,,
S0948,N20187,T0,Recyclables,0,1143.6048965808359,,
S0949,N20189,T0,Recyclables,0,2880.9624314056564,,
S0950,N20191,T0,Recyclables,0,12282.228788518361,,
S0951,N20193,T0,Recyclables,0,4351.62515829464,,
S0952,N20195,T0,Recyclables,0,1540.9033347403968,,
S0953,N20197,T0,Recyclables,0,3773.7864077669906,,
S0954,N20199,T0,Recyclables,0,829.717180244829,,
S0955,N20201,T0,Recyclables,0,3034.6137610806245,,
