#Node Number,Latitude,Longitude,Technology,Capacity
n381,42.850516,-88.069074,tC4,30000
n383,43.8179763,-87.7432383,tC3,20000
n384,44.4562,-89.5007,tC2,10000
n385,42.915304,-87.941421,tC4,30000
n386,44.0157536,-88.5417022,tC4,30000
n388,43.1781644,-87.9812322,tC4,30000
n392,46.6725057,-91.967139,tC1,5000
n394,43.186964,-88.0634981,tC4,30000
n398,44.4561674,-87.9334803,tC4,30000
n399,44.4110785,-89.8554012,tC2,10000
n400,43.5269302,-89.9977983,tC2,10000
n401,44.4772113,-87.5797791,tC1,5000
n402,43.0467563,-89.2638303,tC4,30000
n408,43.463231,-88.553828,tC4,30000
n410,45.2335146,-88.0837518,tC1,5000
n411,44.834371,-91.374225,tC4,30000
n412,45.9720821,-89.4148801,tC1,5000
n413,45.4451028,-89.7374587,tC1,5000
n414,42.8741902,-90.6718629,tC2,10000
n419,43.089253,-88.748861,tC2,10000
n423,42.648889,-88.7216993,tC2,10000
n424,44.2898206,-88.3350567,tC4,30000
n425,43.8013556,-91.2395807,tC3,20000
n426,43.59237,-90.8456325,tC2,10000
n428,42.8523824,-88.0726988,tC4,30000
n429,43.1485037,-89.2734432,tC4,30000
n432,43.0126109,-88.1913809,tC4,30000
n433,44.532291,-88.8507555,tC2,10000
n434,45.5193649,-91.1563029,tC3,20000
n436,46.670802,-90.9101708,tC1,5000
n437,42.6292472,-89.4633637,tC1,5000
n438,42.5829131,-88.0448088,tC3,20000
n439,42.6489107,-89.0563767,tC3,20000
n440,44.2525222,-91.8123324,tC2,10000
n441,44.9395385,-89.8385679,tC3,20000
